country,region,variety,process,moisture,altitude,target
Brazil,alta paulista (sao paulo),Mundo Novo,Natural / Dry,0.1100,695.0000,fair
Brazil,carmo de minas,Bourbon,Semi-washed / Semi-pulped,0.0000,1250.0000,fair
Brazil,carmo de minas,Yellow Bourbon,Semi-washed / Semi-pulped,0.1200,1250.0000,great
Brazil,cerrado,Catuai,Natural / Dry,0.1100,1100.0000,fair
Brazil,cerrado,Catuai,Natural / Dry,0.1100,1100.0000,poor
Brazil,cerrado,Catuai,Natural / Dry,0.0000,1150.0000,good
Brazil,cerrado,Catuai,Natural / Dry,0.1200,900.0000,great
Brazil,cerrado,Catuai,Natural / Dry,0.1100,982.0000,fair
Brazil,cerrado,Catuai,Semi-washed / Semi-pulped,0.1100,1050.0000,fair
Brazil,cerrado,Mundo Novo,Natural / Dry,0.0200,925.0000,good
Brazil,cerrado,Peaberry,Semi-washed / Semi-pulped,0.1100,1100.0000,fair
Brazil,grama valley,Mundo Novo,Natural / Dry,0.1200,1100.0000,good
Brazil,grama valley,Mundo Novo,Natural / Dry,0.1200,1100.0000,fair
Brazil,grama valley,Mundo Novo,Natural / Dry,0.1200,1100.0000,great
Brazil,grama valley,Yellow Bourbon,Semi-washed / Semi-pulped,0.1100,1200.0000,good
Brazil,high mogiana,Catuai,Natural / Dry,0.0000,1000.0000,good
Brazil,mantiqueira de minas,Bourbon,Pulped natural / honey,0.1100,1100.0000,poor
Brazil,mantiqueira de minas,Yellow Bourbon,Natural / Dry,0.1200,1200.0000,poor
Brazil,mantiqueira de minas,Yellow Bourbon,other,0.1200,1200.0000,poor
Brazil,mantiqueira de minas,Yellow Bourbon,Semi-washed / Semi-pulped,0.1000,1250.0000,fair
Brazil,minas gerais,Catuai,Natural / Dry,0.1100,1100.0000,good
Brazil,minas gerais,Catuai,Natural / Dry,0.1100,995.0000,poor
Brazil,minas gerais,Catuai,Semi-washed / Semi-pulped,0.1100,1100.0000,great
Brazil,minas gerais,Catuai,Washed / Wet,0.0900,1100.0000,fair
Brazil,minas gerais,Mundo Novo,Natural / Dry,0.1100,1038.5000,good
Brazil,minas gerais,Mundo Novo,Natural / Dry,0.1100,1038.5000,great
Brazil,mogiana,Mundo Novo,Natural / Dry,0.1100,950.0000,good
Brazil,monte carmelo,Catuai,Natural / Dry,0.1100,1020.0000,poor
Brazil,monte carmelo,Mundo Novo,Natural / Dry,0.1100,973.0000,fair
Brazil,south of minas,Bourbon,Natural / Dry,0.1100,1100.0000,good
Brazil,south of minas,Bourbon,Natural / Dry,0.1100,890.0000,fair
Brazil,south of minas,Bourbon,Natural / Dry,0.0000,1100.0000,fair
Brazil,south of minas,Bourbon,Natural / Dry,0.1000,1100.0000,fair
Brazil,south of minas,Bourbon,Natural / Dry,0.0000,890.0000,good
Brazil,south of minas,Bourbon,Natural / Dry,0.1100,934.0000,good
Brazil,south of minas,Bourbon,Natural / Dry,0.1100,890.0000,fair
Brazil,south of minas,Bourbon,Natural / Dry,0.1100,934.0000,fair
Brazil,south of minas,Bourbon,Natural / Dry,0.0700,1268.0000,great
Brazil,south of minas,Bourbon,Natural / Dry,0.1100,1100.0000,great
Brazil,south of minas,Bourbon,Natural / Dry,0.1100,1100.0000,good
Brazil,south of minas,Bourbon,Natural / Dry,0.1100,934.0000,fair
Brazil,south of minas,Bourbon,Natural / Dry,0.1100,894.0000,good
Brazil,south of minas,Bourbon,Natural / Dry,0.1100,944.0000,poor
Brazil,south of minas,Bourbon,Natural / Dry,0.1200,1250.0000,great
Brazil,south of minas,Bourbon,Natural / Dry,0.1100,1200.0000,great
Brazil,south of minas,Bourbon,Natural / Dry,0.0200,1050.0000,great
Brazil,south of minas,Bourbon,Natural / Dry,0.0000,890.0000,good
Brazil,south of minas,Bourbon,Natural / Dry,0.1100,934.0000,good
Brazil,south of minas,Bourbon,Natural / Dry,0.0000,890.0000,poor
Brazil,south of minas,Bourbon,Natural / Dry,0.1100,890.0000,good
Brazil,south of minas,Bourbon,Natural / Dry,0.1100,890.0000,great
Brazil,south of minas,Bourbon,Natural / Dry,0.1100,934.0000,good
Brazil,south of minas,Bourbon,Natural / Dry,0.1100,890.0000,good
Brazil,south of minas,Bourbon,Natural / Dry,0.1100,890.0000,fair
Brazil,south of minas,Bourbon,Natural / Dry,0.0200,900.0000,good
Brazil,south of minas,Bourbon,Natural / Dry,0.0000,890.0000,fair
Brazil,south of minas,Bourbon,Natural / Dry,0.1100,894.0000,good
Brazil,south of minas,Bourbon,Natural / Dry,0.1100,872.0000,good
Brazil,south of minas,Bourbon,Natural / Dry,0.0000,890.0000,good
Brazil,south of minas,Bourbon,Semi-washed / Semi-pulped,0.1100,1250.0000,great
Brazil,south of minas,Bourbon,Semi-washed / Semi-pulped,0.1100,1250.0000,great
Brazil,south of minas,Bourbon,Semi-washed / Semi-pulped,0.0000,1200.0000,good
Brazil,south of minas,Bourbon,Semi-washed / Semi-pulped,0.1200,1250.0000,good
Brazil,south of minas,Bourbon,Semi-washed / Semi-pulped,0.1200,125.0000,fair
Brazil,south of minas,Bourbon,Semi-washed / Semi-pulped,0.0000,1200.0000,poor
Brazil,south of minas,Bourbon,Washed / Wet,0.1000,1260.0000,fair
Brazil,south of minas,Bourbon,Washed / Wet,0.0000,1200.0000,great
Brazil,south of minas,Catuai,Natural / Dry,0.1200,1000.0000,great
Brazil,south of minas,Catuai,Semi-washed / Semi-pulped,0.1200,1100.0000,good
Brazil,south of minas,Catuai,Semi-washed / Semi-pulped,0.1000,1227.0000,great
Brazil,south of minas,Catuai,Semi-washed / Semi-pulped,0.1200,1000.0000,good
Brazil,south of minas,Mundo Novo,Natural / Dry,0.0000,975.0000,fair
Brazil,south of minas,Mundo Novo,Natural / Dry,0.1200,1000.0000,fair
Brazil,south of minas,Mundo Novo,Natural / Dry,0.1200,1000.0000,good
Brazil,south of minas,Mundo Novo,Natural / Dry,0.1200,1000.0000,poor
Brazil,south of minas,Mundo Novo,Semi-washed / Semi-pulped,0.1200,1000.0000,fair
Brazil,south of minas,Mundo Novo,Semi-washed / Semi-pulped,0.1200,950.0000,fair
Brazil,south of minas,Mundo Novo,Washed / Wet,0.1100,950.0000,good
Brazil,south of minas,Yellow Bourbon,Natural / Dry,0.0000,1.0000,fair
Brazil,south of minas,Yellow Bourbon,Natural / Dry,0.0000,1.0000,great
Brazil,south of minas,Yellow Bourbon,Natural / Dry,0.0000,1260.0000,poor
Brazil,south of minas,Yellow Bourbon,Natural / Dry,0.0000,1.0000,good
Brazil,south of minas,Yellow Bourbon,Natural / Dry,0.0000,1.0000,good
Brazil,south of minas,Yellow Bourbon,Natural / Dry,0.0000,1.0000,poor
Brazil,south of minas,Yellow Bourbon,Natural / Dry,0.1000,1260.0000,fair
Brazil,south of minas,Yellow Bourbon,Natural / Dry,0.0000,1.0000,good
Brazil,south of minas,Yellow Bourbon,Natural / Dry,0.0000,1.0000,good
Brazil,south of minas,Yellow Bourbon,Natural / Dry,0.0000,1.0000,poor
Brazil,south of minas,Yellow Bourbon,Natural / Dry,0.0000,1.0000,good
Brazil,south of minas,Yellow Bourbon,Natural / Dry,0.0000,1.0000,fair
Brazil,south of minas,Yellow Bourbon,Natural / Dry,0.0800,12.0000,great
Brazil,south of minas,Yellow Bourbon,Natural / Dry,0.0100,12.0000,great
Brazil,south of minas,Yellow Bourbon,Natural / Dry,0.1000,1260.0000,great
Brazil,south of minas,Yellow Bourbon,Natural / Dry,0.0000,1.0000,good
Brazil,south of minas,Yellow Bourbon,Pulped natural / honey,0.1100,905.0000,good
Brazil,south of minas,Yellow Bourbon,Pulped natural / honey,0.1100,905.0000,fair
Brazil,south of minas,Yellow Bourbon,Pulped natural / honey,0.1100,905.0000,good
Brazil,south of minas,Yellow Bourbon,Semi-washed / Semi-pulped,0.1200,1250.0000,good
Brazil,south of minas,Yellow Bourbon,Semi-washed / Semi-pulped,0.1100,1260.0000,fair
Brazil,south of minas,Yellow Bourbon,Semi-washed / Semi-pulped,0.0000,1200.0000,fair
Brazil,south of minas,Yellow Bourbon,Washed / Wet,0.1200,1260.0000,fair
Brazil,vale da grama,Bourbon,Natural / Dry,0.1200,1300.0000,great
Brazil,vale da grama,Bourbon,Semi-washed / Semi-pulped,0.1200,1300.0000,great
Brazil,vale da grama,Yellow Bourbon,Natural / Dry,0.0000,1275.0000,great
Brazil,vale da grama,Yellow Bourbon,Semi-washed / Semi-pulped,0.1100,1250.0000,poor
Burundi,kayanza,Bourbon,Washed / Wet,0.0000,1880.0000,good
China,dehong prefecture,Catimor,Washed / Wet,0.1000,1600.0000,good
China,menglian,Catimor,Washed / Wet,0.1100,1500.0000,good
China,xishuangbanna prefecture,Catimor,Pulped natural / honey,0.1200,1580.0000,good
China,yunnan,Catimor,Natural / Dry,0.1000,1100.0000,fair
China,yunnan,Catimor,Natural / Dry,0.1000,1700.0000,great
China,yunnan,Catimor,Natural / Dry,0.1000,1400.0000,great
China,yunnan,Catimor,Washed / Wet,0.1000,1450.0000,great
China,yunnan,Catimor,Washed / Wet,0.1000,1680.0000,great
China,yunnan,Catimor,Washed / Wet,0.1000,1600.0000,fair
China,yunnan,Catimor,Washed / Wet,0.1000,1650.0000,good
China,yunnan,Catimor,Washed / Wet,0.1000,1100.0000,good
China,yunnan,Catimor,Washed / Wet,0.1100,1200.0000,good
China,yunnan,Other,Washed / Wet,0.0000,1100.0000,great
China,yunnan,Other,Washed / Wet,0.1700,1700.0000,poor
China,yunnan,Typica,Washed / Wet,0.0000,1850.0000,poor
China,yunnan,Typica,Washed / Wet,0.1000,1200.0000,poor
Colombia,antioquia,Caturra,Washed / Wet,0.1000,1300.0000,poor
Colombia,antioquia,Caturra,Washed / Wet,0.1000,1300.0000,poor
Colombia,antioquia,Other,Washed / Wet,0.1100,1450.0000,good
Colombia,cauca,Caturra,Washed / Wet,0.1100,1700.0000,fair
Colombia,cauca,Caturra,Washed / Wet,0.1100,1700.0000,great
Colombia,cauca,Other,Washed / Wet,0.1200,1800.0000,good
Colombia,cauca,Other,Washed / Wet,0.1200,1800.0000,good
Colombia,cundinamarca,Caturra,Natural / Dry,0.1100,2136.0000,great
Colombia,cundinamarca,Caturra,Natural / Dry,0.0000,1600.0000,good
Colombia,cundinamarca,Caturra,Natural / Dry,0.1100,2136.0000,good
Colombia,cundinamarca,Caturra,Washed / Wet,0.0000,1799.0000,good
Colombia,cundinamarca,Caturra,Washed / Wet,0.0000,1650.0000,good
Colombia,cundinamarca,Caturra,Washed / Wet,0.1100,1450.0000,good
Colombia,cundinamarca,Caturra,Washed / Wet,0.0000,1799.0000,good
Colombia,cundinamarca,Caturra,Washed / Wet,0.0000,1550.0000,fair
Colombia,eje cafetero,Caturra,Natural / Dry,0.0000,1483.0000,good
Colombia,guayata,Caturra,Washed / Wet,0.1100,1500.0000,good
Colombia,guayata,Caturra,Washed / Wet,0.1100,1600.0000,good
Colombia,guayata,Caturra,Washed / Wet,0.0000,1600.0000,fair
Colombia,huila,Caturra,Natural / Dry,0.1100,1750.0000,fair
Colombia,huila,Caturra,Natural / Dry,0.0000,442.0000,good
Colombia,huila,Caturra,Natural / Dry,0.1200,442.0000,good
Colombia,huila,Caturra,Natural / Dry,0.0000,442.0000,good
Colombia,huila,Caturra,Natural / Dry,0.0000,1750.0000,fair
Colombia,huila,Caturra,Natural / Dry,0.1100,442.0000,good
Colombia,huila,Caturra,Natural / Dry,0.1200,442.0000,good
Colombia,huila,Caturra,Natural / Dry,0.0000,442.0000,poor
Colombia,huila,Caturra,Natural / Dry,0.0000,442.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1100,1775.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.0000,1775.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1100,1775.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1100,1800.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1100,1750.0000,poor
Colombia,huila,Caturra,Washed / Wet,0.1100,1750.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.1100,1750.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.1100,1775.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.1100,1750.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.1100,1775.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.1100,1775.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,good
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.1200,1750.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.1100,1775.0000,poor
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,poor
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1100,1900.0000,poor
Colombia,huila,Caturra,Washed / Wet,0.1100,1750.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1100,442.0000,great
Colombia,huila,Caturra,Washed / Wet,0.0000,1775.0000,good
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1100,1750.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1100,1625.0000,good
Colombia,huila,Caturra,Washed / Wet,0.0000,1900.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1100,1750.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1100,1750.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1200,1775.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1100,1775.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1200,1775.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1100,1850.0000,good
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1100,1750.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1100,1775.0000,good
Colombia,huila,Caturra,Washed / Wet,0.0000,439.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1100,442.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1200,1813.0000,good
Colombia,huila,Caturra,Washed / Wet,0.0000,1650.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,good
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1100,1750.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.1200,175.0000,good
Colombia,huila,Caturra,Washed / Wet,0.0000,1775.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.1100,1775.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.1100,1750.0000,good
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.1100,1775.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.1100,1775.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.0000,1625.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1100,1750.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1100,1900.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.0000,1775.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,poor
Colombia,huila,Caturra,Washed / Wet,0.0000,1800.0000,great
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,great
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,great
Colombia,huila,Caturra,Washed / Wet,0.1200,1775.0000,great
Colombia,huila,Caturra,Washed / Wet,0.1100,1775.0000,great
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,great
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,good
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,great
Colombia,huila,Caturra,Washed / Wet,0.1100,1800.0000,good
Colombia,huila,Caturra,Washed / Wet,0.0000,1775.0000,good
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,good
Colombia,huila,Caturra,Washed / Wet,0.0000,1800.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1100,1775.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1200,1775.0000,good
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,good
Colombia,huila,Caturra,Washed / Wet,0.0000,1775.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.0000,1750.0000,good
Colombia,huila,Caturra,Washed / Wet,0.0000,442.0000,fair
Colombia,huila,Caturra,Washed / Wet,0.0000,1775.0000,good
Colombia,huila,Caturra,Washed / Wet,0.1200,1775.0000,good
Colombia,huila,Caturra,Washed / Wet,0.0000,1775.0000,good
Colombia,huila,Other,Washed / Wet,0.1200,1530.0000,fair
Colombia,huila,Other,Washed / Wet,0.1100,1600.0000,good
Colombia,huila,Other,Washed / Wet,0.0000,1550.0000,fair
Colombia,huila,Other,Washed / Wet,0.0000,1600.0000,good
Colombia,huila,Typica,Washed / Wet,0.1200,165.0000,fair
Colombia,huila supremo,Caturra,Washed / Wet,0.0000,1750.0000,good
Colombia,la plata,Caturra,Washed / Wet,0.1100,1775.0000,good
Colombia,la plata,Caturra,Washed / Wet,0.1200,1775.0000,good
Colombia,nariño,Caturra,Natural / Dry,0.1100,2560.0000,good
Colombia,nariño,Caturra,Washed / Wet,0.0000,2527.0000,good
Colombia,pasto,Caturra,Natural / Dry,0.0000,2560.0000,great
Colombia,pereira,Caturra,Washed / Wet,0.0000,1200.0000,poor
Colombia,pitalito,Caturra,Natural / Dry,0.0000,1000.0000,good
Colombia,pitalito,Caturra,Natural / Dry,0.1100,1000.0000,good
Colombia,pitalito,Caturra,Natural / Dry,0.1100,1000.0000,good
Colombia,pitalito,Caturra,Natural / Dry,0.0000,1000.0000,good
Colombia,santander,Caturra,Natural / Dry,0.1200,1550.0000,great
Colombia,santander,Caturra,Natural / Dry,0.1200,1450.0000,fair
Colombia,santander,Caturra,Natural / Dry,0.1200,1550.0000,great
Colombia,santander,Caturra,Natural / Dry,0.0000,1550.0000,fair
Colombia,santander,Caturra,Washed / Wet,0.1200,1550.0000,good
Colombia,santander,Caturra,Washed / Wet,0.0000,1550.0000,good
Colombia,santander,Caturra,Washed / Wet,0.1100,1650.0000,good
Colombia,santander,Caturra,Washed / Wet,0.1100,1550.0000,great
Colombia,santander,Caturra,Washed / Wet,0.0000,1550.0000,great
Colombia,santander,Caturra,Washed / Wet,0.0000,1550.0000,good
Colombia,santander,Other,Washed / Wet,0.0000,1500.0000,good
Colombia,santander,Typica,Natural / Dry,0.0000,1800.0000,fair
Colombia,south huila,Caturra,Washed / Wet,0.0000,1625.0000,good
Colombia,tolima,Caturra,Washed / Wet,0.1200,1200.0000,great
Costa Rica,brunca,Catuai,Washed / Wet,0.1000,1100.0000,fair
Costa Rica,central valley,Catuai,Washed / Wet,0.1100,1300.0000,fair
Costa Rica,central valley,Catuai,Washed / Wet,0.1000,1300.0000,poor
Costa Rica,central valley,Catuai,Washed / Wet,0.1100,1300.0000,poor
Costa Rica,central valley,Catuai,Washed / Wet,0.1000,1300.0000,fair
Costa Rica,central valley,Catuai,Washed / Wet,0.1100,1200.0000,good
Costa Rica,central valley,Catuai,Washed / Wet,0.1000,1300.0000,poor
Costa Rica,central valley,Catuai,Washed / Wet,0.1100,1200.0000,good
Costa Rica,naranjo,Caturra,Washed / Wet,0.1300,1500.0000,poor
Costa Rica,occidental,Caturra,Washed / Wet,0.1200,1200.0000,poor
Costa Rica,occidental,Caturra,Washed / Wet,0.1200,1200.0000,poor
Costa Rica,occidental,Caturra,Washed / Wet,0.1100,1200.0000,poor
Costa Rica,san ramon,Caturra,Washed / Wet,0.1100,1300.0000,poor
Costa Rica,san ramon,Caturra,Washed / Wet,0.1100,1300.0000,great
Costa Rica,san ramon,Caturra,Washed / Wet,0.1000,1300.0000,good
Costa Rica,san ramon,Caturra,Washed / Wet,0.1200,1300.0000,good
Costa Rica,tarrazu,Catuai,Pulped natural / honey,0.1100,1900.0000,fair
Costa Rica,tarrazu,Catuai,Pulped natural / honey,0.0000,1900.0000,poor
Costa Rica,tarrazu,Catuai,Washed / Wet,0.0000,1550.0000,poor
Costa Rica,tarrazu,Catuai,Washed / Wet,0.1200,1900.0000,great
Costa Rica,tarrazu,Catuai,Washed / Wet,0.1000,1150.0000,good
Costa Rica,tarrazu,Caturra,Washed / Wet,0.1200,1750.0000,great
Costa Rica,tarrazu,Caturra,Washed / Wet,0.1100,1700.0000,great
Costa Rica,tarrazu,Caturra,Washed / Wet,0.1000,1300.0000,great
Costa Rica,tarrazu,Caturra,Washed / Wet,0.0900,1700.0000,good
Costa Rica,tarrazu,Caturra,Washed / Wet,0.0000,1850.0000,good
Costa Rica,tarrazu,Caturra,Washed / Wet,0.0000,1850.0000,good
Costa Rica,tarrazu,Caturra,Washed / Wet,0.1100,1850.0000,poor
Costa Rica,tarrazu,Caturra,Washed / Wet,0.1100,185.0000,fair
Costa Rica,tarrazu,Caturra,Washed / Wet,0.0000,1850.0000,fair
Costa Rica,tarrazu,Caturra,Washed / Wet,0.0900,1850.0000,fair
Costa Rica,tarrazu,Caturra,Washed / Wet,0.0900,1850.0000,fair
Costa Rica,tarrazu,Caturra,Washed / Wet,0.1000,1850.0000,fair
Costa Rica,tres rios,Bourbon,Semi-washed / Semi-pulped,0.1200,1575.0000,great
Costa Rica,tres rios,Caturra,Washed / Wet,0.0000,1300.0000,fair
Costa Rica,tres rios,Caturra,Washed / Wet,0.0900,1300.0000,fair
Costa Rica,tres rios,Caturra,Washed / Wet,0.1100,1300.0000,fair
Costa Rica,turrialba,Caturra,Washed / Wet,0.1200,13.0000,fair
Costa Rica,turrialba,Caturra,Washed / Wet,0.1100,13.0000,poor
Costa Rica,valle central,Caturra,Washed / Wet,0.1000,1200.0000,good
Costa Rica,west and central valley,Caturra,Washed / Wet,0.0000,1300.0000,great
Costa Rica,west valley,Catuai,Washed / Wet,0.1100,1200.0000,good
Costa Rica,west valley,Caturra,Washed / Wet,0.0000,1300.0000,great
El Salvador,apaneca,Bourbon,Natural / Dry,0.1100,1500.0000,great
El Salvador,apaneca,Bourbon,Washed / Wet,0.1000,1500.0000,great
El Salvador,apaneca,Bourbon,Washed / Wet,0.0000,1350.0000,great
El Salvador,apaneca,Bourbon,Washed / Wet,0.1200,1500.0000,good
El Salvador,apaneca,Bourbon,Washed / Wet,0.0000,1450.0000,poor
El Salvador,apaneca,Bourbon,Washed / Wet,0.1100,1330.0000,fair
El Salvador,apaneca,Bourbon,Washed / Wet,0.0000,1350.0000,fair
El Salvador,apaneca,Bourbon,Washed / Wet,0.0000,1350.0000,fair
El Salvador,"ataco, apaneca - ilamatepec mountain range",Bourbon,Semi-washed / Semi-pulped,0.1100,1350.0000,great
El Salvador,cacahuatique,Bourbon,Washed / Wet,0.0000,1250.0000,poor
El Salvador,cacahuatique,Bourbon,Washed / Wet,0.0000,1250.0000,good
El Salvador,"department of ahuachapan, municipality of apanecallamatepec mountain",Bourbon,Washed / Wet,0.0000,1450.0000,poor
El Salvador,"el balsamo, quezaltepec",Bourbon,Washed / Wet,0.1100,1250.0000,good
El Salvador,"el balsamo, quezaltepec",Pacas,Washed / Wet,0.0000,1250.0000,good
El Salvador,"el balsamo, quezaltepec",Pacas,Washed / Wet,0.0000,1200.0000,good
Ethiopia,"ethiopia, sidamo",Other,Natural / Dry,0.0900,1800.0000,great
Ethiopia,guji-hambela,Ethiopian Heirlooms,Washed / Wet,0.1200,2075.0000,great
Ethiopia,guji-hambela,Ethiopian Heirlooms,Washed / Wet,0.1200,2075.0000,great
Ethiopia,guji-hambela,Ethiopian Heirlooms,Washed / Wet,0.1200,2075.0000,great
Ethiopia,guji-hambela,Ethiopian Heirlooms,Washed / Wet,0.0000,2000.0000,good
Ethiopia,kafa,Gesha,Natural / Dry,0.1000,1822.5000,great
Ethiopia,kafa,Gesha,Natural / Dry,0.1000,1606.5000,great
Ethiopia,oromia,oromia,Natural / Dry,0.1100,2000.0000,great
Ethiopia,oromia,oromia,Natural / Dry,0.0300,1635.0000,great
Ethiopia,oromia,oromia,Natural / Dry,0.0300,1635.0000,great
Ethiopia,oromia,oromia,Natural / Dry,0.1000,1905.0000,great
Ethiopia,oromia,oromia,Natural / Dry,0.0500,1635.0000,great
Ethiopia,oromia,oromia,Natural / Dry,0.1000,1775.0000,great
Ethiopia,oromia,oromia,Natural / Dry,0.1200,1900.0000,great
Ethiopia,oromia,oromia,Natural / Dry,0.1200,1676.5000,good
Ethiopia,oromia,oromia,Natural / Dry,0.1000,1600.0000,good
Ethiopia,oromia,oromia,Washed / Wet,0.1000,1900.0000,great
Ethiopia,oromia,oromia,Washed / Wet,0.1000,1900.0000,great
Ethiopia,sidamo,Gesha,Natural / Dry,0.1100,1800.0000,good
Ethiopia,sidamo,yirgacheffe,Natural / Dry,0.0100,1750.0000,great
Ethiopia,sidamo,yirgacheffe,Natural / Dry,0.1000,1750.0000,great
Ethiopia,sidamo,yirgacheffe,Natural / Dry,0.1000,1750.0000,great
Ethiopia,sidamo,yirgacheffe,Natural / Dry,0.2000,1750.0000,good
Ethiopia,sidamo,yirgacheffe,Natural / Dry,0.0900,1550.0000,good
Ethiopia,yirgacheffe,yirgacheffe,Washed / Wet,0.1000,1900.0000,great
Ethiopia,yirgacheffe,yirgacheffe,Washed / Wet,0.0000,1850.0000,good
Guatemala,acatenango,Bourbon,Washed / Wet,0.1200,1524.0000,great
Guatemala,acatenango,Bourbon,Washed / Wet,0.1000,1600.0000,great
Guatemala,acatenango,Bourbon,Washed / Wet,0.1200,1524.0000,great
Guatemala,"aldea xeucalvitz, ixil region, quiche department",Bourbon,Washed / Wet,0.1000,1550.0000,good
Guatemala,antigua,Bourbon,Washed / Wet,0.1100,1500.0000,good
Guatemala,antigua,Bourbon,Washed / Wet,0.1100,1500.0000,good
Guatemala,antigua,Bourbon,Washed / Wet,0.1100,1500.0000,good
Guatemala,antigua,Bourbon,Washed / Wet,0.1000,1500.0000,good
Guatemala,antigua,Bourbon,Washed / Wet,0.1000,1500.0000,fair
Guatemala,antigua,Bourbon,Washed / Wet,0.1000,1500.0000,good
Guatemala,antigua,Bourbon,Washed / Wet,0.1100,1390.8024,fair
Guatemala,antigua,Bourbon,Washed / Wet,0.1100,1500.0000,fair
Guatemala,antigua,Caturra,Natural / Dry,0.1000,1500.0000,great
Guatemala,antigua,Caturra,Washed / Wet,0.1000,1500.0000,good
Guatemala,antigua,Caturra,Washed / Wet,0.1000,1500.0000,good
Guatemala,antigua,Caturra,Washed / Wet,0.1100,1500.0000,good
Guatemala,antigua,Caturra,Washed / Wet,0.1100,1500.0000,good
Guatemala,antigua,Caturra,Washed / Wet,0.1100,1500.0000,good
Guatemala,atitlan,Bourbon,Washed / Wet,0.0900,1500.0000,fair
Guatemala,atitlan,Caturra,Washed / Wet,0.1000,1400.0000,fair
Guatemala,atitlan,Caturra,Washed / Wet,0.1000,1400.0000,good
Guatemala,atitlan,Caturra,Washed / Wet,0.1000,1524.0000,fair
Guatemala,el progreso,Bourbon,Washed / Wet,0.1200,157.8864,good
Guatemala,el progreso,Bourbon,Washed / Wet,0.1200,157.8864,fair
Guatemala,"el tumbador, san marcos",Catuai,Washed / Wet,0.1100,1371.6000,good
Guatemala,huehuetenango,Bourbon,Natural / Dry,0.1100,1383.7920,fair
Guatemala,huehuetenango,Bourbon,Washed / Wet,0.1200,1859.2800,fair
Guatemala,huehuetenango,Bourbon,Washed / Wet,0.1000,1356.6648,fair
Guatemala,huehuetenango,Bourbon,Washed / Wet,0.1100,1706.8800,good
Guatemala,huehuetenango,Bourbon,Washed / Wet,0.1000,1676.4000,fair
